comment_id,comment,article_id,article_title,article_url,reply_id,reply,CQ1,CQ2,CQ3,RQ1,outlet,bias_score,reliability_score,bias_class,reliability_class,overall_reliability,overall_bias,polarity_strength
1405911855223263234,You should change your handle to Queen Ugly Fatty,1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1405956902631055363,"Well, Aren’t you a plastic bag full of shriveled dicks?",yes,no,unrelated,D,Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1405933247561936900,Have you forgotten the former guys cabinet assholes????,1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1405933722520670210,"Not a bit, but I expect better ethics from our side.",yes,no,unrelated,G,Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1405937567376236547,Lol shut the fuck up clown,1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1405938846206935040,"Ahh... the Twitter ""tough guy,"" writing anonymously from the safety of his keyboard.",yes,no,oppose,"D,C",Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1405941705442922501,"Hunter Biden. Crack smoking, n-word using multi- millionaire son of President Joe Biden. Aka “the smartest guy Joe knows.”",1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1406257892710182913,"Is Don junior abusing cocaine? Is TFG abusing Adderall? Judging Joe simply for the actions of his son...a son who isn't involved in government. Um, ok.",yes,yes,unrelated,B,Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1405977648401158145,Jared was qualified enough to broker peace deals between Arab and Jewish states but go on you ignorant little shit,1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1406007203379695628,"Another Twitter ""tough guy"" hurling insults ANONYMOUSLY from behind his keyboard.",yes,no,unrelated,"D,C",Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1406267338987433984,"The left seeks and destroys ANYONE, even random inconsequential teenagers for using racial slurs, Often digging into their social media accounts from a decade ago. Cancel condemn and ruin lives making sure you have no chance at redemption. “Public office” Wasnt an excuse before",1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1406320377156956163,Racism is bad. Mkay.,yes,yes,unrelated,C,Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1407062457168793600,"Cuckooland, a mystical place where alternate facts rule and science is shunned. Predominately occupied by Republicans, evangelicals and viewers of OANN or Fox. Their leader resembles an overstuffed Oompa Loompa with worse hair.",1405877073902772231,A family affair: Children and other relatives of Biden aides get administration jobs,https://www.washingtonpost.com/politics/biden-aides-relatives-jobs/2021/06/17/ab504a22-cea4-11eb-8cd2-4e95230cfac2_story.html,1409326344064827393,You’ve been deceived.,yes,yes,unrelated,"J,C",Washington Post,0.0,44.67,skews left,"reliable, analysis/fact reporting",43.85,-7.79,0.9120923831996984
1414082792795697157,U pick ur obgyn… choose another one that ain’t white then,1413588348304863234,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414238080635133953,already tried to find a POC obgyn and so happens to be nonexistent out here. So i need someone the same skin color as me to be treated right?,yes,yes,support,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9013931938591457
1413605787780337666,No there isn't a difference. The Difference is in biology and blacks blaming everyone but themelseves for a huge infant mortality rate unbeffiting of a first world nation. But blaming others doesn't fix anything so go figure.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413605790330540034,Nice oversimplification. Come back when you’re ready to actually engage in discussion.,yes,yes,support,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413608476849233920,Be real is trump still the fascist? While the guy u voted for make a federal political face beholden to politicians aka the Gustavo Heinrich himmler anyone? Or his door to door vaccination crews? Bidens not a fascist and everything is racist. Ur perspective is shit.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413608606675709967,they’re saying the formulas used in these determinations discriminate against people based on race. they’re making no judgments against all the doctors who used them,yes,yes,unrelated,"G,H",Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413611970335440898,So with your brain full of hrt. Your head swaddled in a rainbow flag. Your walls full of participation trophies and liberal art degrees. You feel you can make an objective comment on anything? I doubt it,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413612084009574401,All of that is wrong.,yes,no,unrelated,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413635302233722880,Keep on pushing racism .... idiots.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413697168532201482,"so if you don't see it - it's not there? if it's not your experience then it must not be the experience for any other human being? wow, what privilege!",yes,yes,support,B,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413641877731962881,Good luck. White supremacy is a code of conduct that has not been defeated in mass. Physicians who go against the code of white supremacy get cast out or terminated.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413643212502315012,The youth control the narrative. Fuck white supremacy.,yes,yes,unrelated,D,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413643212502315012,The youth control the narrative. Fuck white supremacy.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413643847008063488,"Yes, in principle power SHOULD come from the ground up. But to fight white supremacy, one must also have a code, one that is unapologetic and uncompromising.",yes,no,support,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413652611702706181,"Exactly, I wish black people got addicted to drugs as much as white people",1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413897534632861700,That's sarcasm right? Cause now white ppl get to prescribed opioids it's a crisis! When US govt flooded poor black communities with Heroin it was just a bunch of addicts dying n most white ppl didn't give a shit!! Same drug different form! Addiction is for ALL,yes,yes,support,H,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413658022233223174,How tf are you going to tell me what I and others I know from experience but yes random white man tell us more ,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413658649671569409,This isn’t proof. Not even anecdotal proof. Where’s your “racism in medicine” anedote that you’ve been bleating on about? Nowhere. Bc it is lies.,yes,yes,support,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413700413723840513,LMAOoooo.. You have to write in caps &amp; epithets bc of your room temp IQ? got it. Lmaoo,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413704434966687744,"""triggered""-",yes,yes,support,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413737791234535427,"So, black people are blowing away other black people (such as the streets of Chicago), to the tune of thousands per year, and you're all focused on this b.s. medical racism shit?",1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413878321830563840,"CHICAAAAAGO!!!! has become the new N-word for y'all. Chicago is not the only place where crime is happening, but we know why you right-wingers focus on it so much.",yes,yes,support,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413742396928573442,Yea ok! The KKK has been around since dirt! Biden is a puppet fool but you’re worse for actually believing him,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413743592330440708,Tell that to victims family’s,yes,no,unrelated,"J,G",Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413855151488741384,"Of course, they did. Additionally, you don't need a rocket scientist to tell you that 1 standardized test cannot measure a person's IQ. Only uneducated racists believe in that b.s. And tend to bring it up during white rage episodes or white fragility.",1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413857123314905089,"Yes, like the article says, IQ measures one aspect of cognitive function. It still shows that certain races and populations differ in that aspect of intelligence, namely problem solving. There are other quotients of intelligence, but IQ has not been debunked for problem solving",yes,yes,support,"G,E",Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413888703731208196,Girl if you don’t go to the hottest part of hell with this bullshyt,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1413900930144247810,As a child my black friend &amp; I went to a Woolworth to have milkshakes &amp; he couldnt sit at the counter because he was black. Thankfully that systemic govt sanctioned racism is gone. Are there still racists yes. Just think in medicine problem is mostly ineptitude &amp; wealth based,yes,no,unrelated,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413957958254223361,Actual 2iq on this one. Absolute fucking moron,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1416594639369474049,Explain,yes,no,unrelated,"J,B",Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1413978813881589760,So your doctor is a racist because you were too ignorant to realize you had bugs in your bed?,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414039773208055811,"The doctor was racist and ignorant for not being able to identify a bed bug bite which I can do in a minute tks to google, and for assuming it was a race thing. And I’m not a doctor",yes,yes,support,D,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414013981925154817,That can be your perspective on the movement I have mine. That's america. I just hope you can accept you are the racist. White savior complex.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414014114708561920,"Except it’s not a perspective, it’s just racism.",yes,yes,support,C,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414023999659536385,Barack Obama was president and black people have no power. You are so racist youur white savior complex is extreme!,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414024008690016259,"I’m saying white people are scared to be treated the way black people are. But instead of fixing systemic racism, they dig their heels in to keep black people down.",yes,yes,support,D,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414026895914459136,Have you seen the news? Black people punching out little Asian ladies? Black people can do whatever they want now. They are the top of the social hierarchy. Go against them they burn ur store down lolll.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414026963040284677,Nope,yes,yes,support,"G,H",Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414028840255451139,Your are a racist,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414028926557593600,Nope,yes,yes,support,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414242074275328004,You are clearly too much of a fucking coward to own your racist bullshit.,1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1415098847991320578,"More like liberals are too afraid to admit the reality that black people have lower IQs on average and will sooner destroy functioning civilization than admit it. Just look at South Africa, that's the reality.",yes,no,unrelated,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1414775688670949378,"Look buddy science is science. Whites score lower than East Asians, proving the obvious, old theories were founded on completely different groups to the empire research today, silly people like to equivocate between the two, it’s all they have...",1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1414793584860188674,"This isn’t about morality. This is about 1 + 1 = 2, this line of narrative that’s been being weaved is leading to violent conflict. So that’s what we should be looking forward to, morals are irrelevant.",yes,yes,support,G,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1415098847991320578,"More like liberals are too afraid to admit the reality that black people have lower IQs on average and will sooner destroy functioning civilization than admit it. Just look at South Africa, that's the reality.",1413487704038264832,"“Race norming” and the long legacy of medical racism, explained",https://www.vox.com/22528334/race-norming-medical-racism,1415144591217500162,Kendi's fence!,yes,yes,unrelated,F,Vox,-14.33,40.33,skews left,"reliable, analysis/fact reporting",40.86,-10.88,0.9867727371058279
1340147178082361345,More proof anyone over the 65 should be at the wheel when it comes to the future of a country or it’s citizens. Old Americans hyena yelping what is innovative is scary.,1340096438873763847,Members of the US Space Force will now be called ‘Guardians’,https://www.theverge.com/2020/12/18/22189637/space-force-military-branch-official-name-guardians,1340266409616617474,20 million * as of last week.,yes,yes,oppose,H,The Verge,-0.33,50.0,middle,"reliable, analysis/fact reporting",44.59,-5.28,0.9915310609244913
1394781819934027778,Hamas ≠ Palestine Dumbass ,1394765531241197569,Google employees call for company to support Palestinians and protect anti-Zionist speech,https://www.theverge.com/2021/5/18/22441236/jewish-google-employees-support-palestine-letter-anti-zionism-israel,1394785534610976768,You are the dumbass. We are not fighting Gaza civilians - ONLY Hamas &amp; Islamic Jihad terrorists.,yes,yes,support,E,The Verge,-0.67,46.33,middle,"reliable, analysis/fact reporting",44.59,-5.28,0.971387479709496
1394790787888656387,It was only a matter of time before anti-Semitism was adopted by these woke morons. Wokeness is a cancer that infects and destroys everything it touches.,1394765531241197569,Google employees call for company to support Palestinians and protect anti-Zionist speech,https://www.theverge.com/2021/5/18/22441236/jewish-google-employees-support-palestine-letter-anti-zionism-israel,1394837998097682432,"They’re jewish, Idiot. Anti Zionism is not anti semitism",yes,no,oppose,H,The Verge,-0.67,46.33,middle,"reliable, analysis/fact reporting",44.59,-5.28,0.971387479709496
1340396514208788480,Stig go back to your dump!,1340377074868113409,Twitter Updates Label on Trump’s Tweets After Electoral College Certifies Biden Presidency,https://variety.com/2020/digital/news/twitter-donald-trump-label-1234867067/,1340396742370422785,You sounding mad salty that Biden won. There's no coming back from this for trump.,yes,no,oppose,"E,G",Variety,-5.67,44.33,skews left,"reliable, analysis/fact reporting",41.74,-6.62,0.9827589114643428
1340397432442662914,Maybe not but then crime &amp; fraud should never win! Biden &amp; Harris are part of the fraud if they get power get ready for the foreign bombings to start again. Now go back to your trees dear!,1340377074868113409,Twitter Updates Label on Trump’s Tweets After Electoral College Certifies Biden Presidency,https://variety.com/2020/digital/news/twitter-donald-trump-label-1234867067/,1340397544594128896,Trump lost votes are in and counted he is out the door,yes,yes,support,G,Variety,-5.67,44.33,skews left,"reliable, analysis/fact reporting",41.74,-6.62,0.9827589114643428
1340409445843685377,Oh!!!! Is that the plague from wuhan In china From The chinese communist party?,1340377074868113409,Twitter Updates Label on Trump’s Tweets After Electoral College Certifies Biden Presidency,https://variety.com/2020/digital/news/twitter-donald-trump-label-1234867067/,1340424304798945280,No Karen,yes,yes,support,H,Variety,-5.67,44.33,skews left,"reliable, analysis/fact reporting",41.74,-6.62,0.9827589114643428
1340435007433625600,good to see twitter in its true colors the left sicken me and you are all morons how can they says twitter is a public square then censor one side all the time you do realize you are all part of the problem when you say no fraud shut up and move on Biden won.,1340377074868113409,Twitter Updates Label on Trump’s Tweets After Electoral College Certifies Biden Presidency,https://variety.com/2020/digital/news/twitter-donald-trump-label-1234867067/,1340437177805762560,"In that case, show the evidence of fraud. Until then, Biden will remain the President-Elect, and Kamala Harris will remain the Vice President-Elect.",yes,yes,oppose,B,Variety,-5.67,44.33,skews left,"reliable, analysis/fact reporting",41.74,-6.62,0.9827589114643428
1378365995664998405,For Americans Black come from another Planet &amp; are not welcome.,1378360499541262345,George Floyd's addiction could change how we talk about drug use and Black Americans,https://www.usatoday.com/story/news/nation/2021/04/03/derek-chauvin-trial-highlights-george-floyds-opioid-drug-addiction/4842554001/,1378368280767905793,Hahaha thats dumb funny but dumb,yes,yes,unrelated,"E,D",USA Today,-5.0,46.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.3794945020003089
1381044771397976064,"right back at ya, racist twat.",1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381063540958752769,"Everything to you people is about race..this is why the rest of civilized countries are laughing at us.,",yes,yes,support,F,USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1381045757143363585,STFU...Trumptard.,1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381055244239519746,So the new social media response is everyone is an insurrectionist or a Trump supporter when all else fails...eh?,yes,yes,unrelated,F,USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1381056404178493443,"Nah, unlike you i have a wife. Maybe you can use your left hand and give yourself the reach around you want? The option to die at the hands of white racist cops? So many options there huh? Pussy...",1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381061980673425410,Is this the best you can come up with...civilian ?,yes,yes,unrelated,B,USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1381289644982173698,"It’s ok cupcake, we know you have no spine. You’re about as mature as manure. It’s still shit at the end of the day. You obviously can’t comply, our you would be following twitter’s rules right? See, even online you’re a dumbass.",1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381345166175432704,That’s a rather sad word salad and what’s funny is you’re that guy who’ll get his ass taken down by cops for being a social justice warrior. As for me I’ll be that guy laughing his ass off AT you.,yes,no,unrelated,D,USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1381394420755525639,"Damn, you can’t even spell either? You don’t want to mention you tried to call me out because you can’t use/understand big words and called it a word salad? Interesting take dummy... no wonder you’re a dumb ass.",1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381418833425149955,"Oh I spell, write, and communicate quite well, it is you who’s challenged because you’re a product of the Leftist indoctrination system...you people are dumber than a box of rocks. You should’ve stayed in school and wasted another $50K then you could move on to 3 syllable words",yes,no,unrelated,D,USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1381630614848339977,"Sure, I know you googled how to spell desperation. I’m laughing at your stupidity which keeps lowering the bar each time you post. The stupidity by you right leaning morons is always a chuckle. Enjoy Biden as your president moron.",1381018383550976000,"Virginia cops pepper-sprayed Black and Latino Army officer who had hands raised during traffic stop, video shows",https://www.usatoday.com/story/news/2021/04/10/virginia-police-threatened-army-officer-traffic-stop-suit-says/7173377002/,1381725921577742341,You keep telling me to enjoy my president however I don’t recognize failure.,yes,yes,unrelated,"J,E",USA Today,-3.0,47.33,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.870084877629514
1400509885742080001,"socialist bs like ssd is why people are forced to contribute to ss and why all the funds are confiscated upon death, can't even bequeath it to your family. total gov ripoff ponze scheme bulls*it",1400495893913145345,Biden offers to keep 2017 Trump tax cuts intact in infrastructure counteroffer to GOP,https://www.usatoday.com/story/news/politics/2021/06/03/joe-biden-offers-keep-tax-cuts-intact-pay-infrastructure/7523881002/,1400516771891888128,"I worked 30 years with spina bifida, and you think my $1040 a month is ""free money""? I'm talking the bottom 1% here, people well below the poverty line, are we not the very people they preach about helping? Can you support your household on 13k a year like me? Didn't think so.",yes,no,unrelated,"B,A",USA Today,-2.67,47.0,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.6140236637060531
1427344049627881472,"Now Obama's peace talks and his Taliban 5. Then go make me a sandwich, dumbass",1427340885637935113,"Biden's Afghanistan horror: A well-intentioned miscalculation with disastrous, predictable results",https://www.usatoday.com/story/opinion/todaysdebate/2021/08/15/bidens-departure-afghanistan-predictable-and-disastrous/8142482002/,1427344395129409586,"Reagan started the Taliban financial assist, bot.",yes,no,unrelated,"H,F",USA Today,2.33,37.67,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.9044105981198378
1441329705903296516,As an American “black” these niggas can take they ass back home,1441076828760727556,"Live updates: Horse patrols temporarily suspended at Haitian migrant camp in Del Rio, Texas",https://www.usatoday.com/story/news/politics/2021/09/23/haitian-migrants-us-diplomat-quits-cites-inhumane-treatment/5825162001/,1441390762827026433,K00n,yes,yes,unrelated,E,USA Today,-3.0,46.67,middle,"reliable, analysis/fact reporting",45.73,-3.82,0.9858315395579379
1299100463116070912,Cunt,1299099128786378752,"Jacob Blake's Handcuffed to Hospital Bed Despite Being Paralyzed, Dad Says",https://www.tmz.com/2020/08/27/jacob-blakes-handcuffed-to-hospital-bed-despite-being-paralyzed-dad-says/,1299104408790282240,Fuck whore,yes,no,unrelated,D,TMZ,-9.0,41.33,skews left,"generally reliable, analysis or other issues",36.62,-10.94,0.9960367822888344
